# Forces      
# CofR        : (0.000000e+00 0.000000e+00 2.000000e-02)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
1320          	((-1.663155e+57 -1.073886e+57 -5.922895e+56) (-5.620193e+25 -3.491733e+25 -1.223427e+26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.804045e+58 -2.789198e+58 4.628147e+56) (1.127356e+27 -1.642419e+27 -3.606674e+25) (0.000000e+00 0.000000e+00 0.000000e+00))
1330          	((-4.867402e+57 -2.769796e+57 -1.862255e+57) (-1.023524e+26 -6.131679e+25 -2.221201e+26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.734587e+58 -8.250250e+58 1.504508e+57) (1.938867e+27 -2.856385e+27 -4.494145e+25) (0.000000e+00 0.000000e+00 0.000000e+00))
1340          	((-1.354789e+58 -7.922287e+57 -5.136225e+57) (-1.725165e+26 -1.051643e+26 -3.858021e+26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.353980e+59 -2.269698e+59 -3.280460e+57) (3.104533e+27 -4.661435e+27 -1.066346e+26) (0.000000e+00 0.000000e+00 0.000000e+00))
1350          	((-3.836356e+58 -2.215748e+58 -1.316614e+58) (-2.899052e+26 -1.784554e+26 -5.890229e+26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.874083e+59 -6.411557e+59 -2.300632e+58) (5.173975e+27 -7.754654e+27 -6.945304e+25) (0.000000e+00 0.000000e+00 0.000000e+00))
1360          	((-9.497340e+58 -5.765745e+58 -3.766886e+58) (-4.449361e+26 -2.789612e+26 -1.002096e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.879545e+59 -1.605227e+60 -7.682910e+57) (7.594860e+27 -1.273541e+28 1.313012e+26) (0.000000e+00 0.000000e+00 0.000000e+00))
1370          	((-2.671178e+59 -1.978360e+59 -1.007005e+59) (-7.301324e+26 -5.731806e+26 -1.604085e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.365837e+60 -4.495678e+60 8.192082e+58) (1.519106e+28 -2.128776e+28 -1.831127e+26) (0.000000e+00 0.000000e+00 0.000000e+00))
1380          	((-9.723665e+59 -5.306845e+59 -3.483901e+59) (-1.479152e+27 -8.559868e+26 -2.907409e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.161937e+60 -1.659005e+61 4.449538e+59) (2.508214e+28 -3.900609e+28 -1.705743e+25) (0.000000e+00 0.000000e+00 0.000000e+00))
1390          	((-2.736271e+60 -1.547506e+60 -8.078357e+59) (-2.658028e+27 -1.369250e+27 -4.750363e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.645500e+61 -4.580306e+61 -1.435885e+60) (4.075264e+28 -6.825557e+28 -1.317798e+27) (0.000000e+00 0.000000e+00 0.000000e+00))
1400          	((-7.578642e+60 -3.892241e+60 -2.293984e+60) (-4.115019e+27 -2.341654e+27 -6.716219e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.882694e+61 -1.282088e+62 -8.923123e+59) (7.819251e+28 -1.132801e+29 -6.470992e+27) (0.000000e+00 0.000000e+00 0.000000e+00))
1410          	((-2.161541e+61 -8.718372e+60 -4.483368e+60) (-7.385564e+27 -3.749812e+27 -9.165207e+27) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.512624e+62 -3.521000e+62 -5.601156e+59) (1.162572e+29 -1.958345e+29 -5.240194e+27) (0.000000e+00 0.000000e+00 0.000000e+00))
1420          	((-6.862109e+61 -2.065704e+61 -2.283475e+61) (-1.348443e+28 -5.764390e+27 -1.989736e+28) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.444565e+62 -1.139309e+63 -8.354280e+60) (1.435746e+29 -3.467686e+29 9.050486e+26) (0.000000e+00 0.000000e+00 0.000000e+00))
1430          	((-2.168187e+62 -9.250907e+61 -8.305459e+61) (-2.435215e+28 -9.024357e+27 -4.261982e+28) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.534617e+63 -3.732755e+63 2.120544e+62) (1.916386e+29 -6.122487e+29 -1.114105e+28) (0.000000e+00 0.000000e+00 0.000000e+00))
1440          	((-5.741880e+62 -4.072095e+62 -1.715004e+62) (-3.807440e+28 -1.945717e+28 -6.517794e+28) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.295102e+63 -9.893940e+63 1.092865e+63) (4.265661e+29 -1.013968e+30 2.343195e+28) (0.000000e+00 0.000000e+00 0.000000e+00))
1450          	((-1.471480e+63 -1.299298e+63 -2.973505e+62) (-5.537220e+28 -3.984199e+28 -7.275102e+28) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.111048e+64 -2.429909e+64 5.190416e+62) (1.178434e+30 -1.639514e+30 1.032825e+28) (0.000000e+00 0.000000e+00 0.000000e+00))
1460          	((-4.142605e+63 -1.830855e+63 -4.660886e+62) (-8.295601e+28 -5.187940e+28 -5.584365e+28) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.437828e+64 -6.717993e+64 -4.322911e+63) (2.033200e+30 -2.860699e+30 -1.172862e+28) (0.000000e+00 0.000000e+00 0.000000e+00))
1470          	((-1.476347e+64 -9.770194e+63 -3.311703e+63) (-1.842420e+29 -9.895258e+28 -1.742525e+29) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.607935e+65 -2.399922e+65 6.609022e+63) (3.623554e+30 -5.076632e+30 -3.046899e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1480          	((-4.326761e+64 -2.864068e+64 -1.102678e+64) (-3.491277e+29 -2.149613e+29 -4.215441e+29) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.099254e+65 -7.033037e+65 -4.315682e+64) (6.649671e+30 -8.467857e+30 -6.144875e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1490          	((-1.494092e+65 -4.935419e+64 -3.916472e+64) (-5.887045e+29 -2.564104e+29 -8.357660e+29) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.354874e+65 -2.509865e+66 -2.857992e+64) (9.350441e+30 -1.695393e+31 -6.178459e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1500          	((-4.474718e+65 -2.223848e+65 -1.660223e+65) (-1.086128e+30 -4.353115e+29 -1.908068e+30) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.954985e+66 -7.515948e+66 -1.795555e+65) (1.337124e+31 -2.975475e+31 -1.988891e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1510          	((-8.847212e+65 -5.164423e+65 -3.193967e+65) (-1.535838e+30 -8.221173e+29 -3.152534e+30) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.583740e+66 -1.515719e+67 -8.173757e+64) (1.871967e+31 -4.066015e+31 9.919785e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1520          	((-2.883533e+66 -1.733913e+66 -1.011251e+66) (-2.707920e+30 -1.550812e+30 -5.210963e+30) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.978785e+67 -4.791317e+67 -3.790363e+65) (3.627295e+31 -6.843667e+31 1.367120e+29) (0.000000e+00 0.000000e+00 0.000000e+00))
1530          	((-4.848732e+66 -4.756907e+66 -1.366061e+66) (-3.721548e+30 -3.085591e+30 -5.697303e+30) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.657324e+67 -8.344210e+67 5.193665e+66) (7.714868e+31 -8.941595e+31 -2.690405e+30) (0.000000e+00 0.000000e+00 0.000000e+00))
1540          	((-1.915231e+67 -1.759237e+67 -5.099559e+66) (-5.906495e+30 -5.695288e+30 -8.800604e+30) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.869564e+68 -3.155476e+68 -1.772346e+66) (1.619872e+32 -1.597562e+32 -3.549037e+30) (0.000000e+00 0.000000e+00 0.000000e+00))
1550          	((-7.033660e+67 -4.762994e+67 -1.781827e+67) (-1.130286e+31 -9.404742e+30 -1.718450e+31) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.827203e+68 -1.159723e+69 5.078310e+66) (2.814706e+32 -3.160685e+32 -1.623646e+31) (0.000000e+00 0.000000e+00 0.000000e+00))
1560          	((-3.194694e+68 -1.864831e+68 -8.593547e+67) (-2.636320e+31 -1.668658e+31 -3.489451e+31) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.181681e+69 -5.221135e+69 -6.254385e+66) (4.768872e+32 -7.137001e+32 -2.785386e+31) (0.000000e+00 0.000000e+00 0.000000e+00))
1570          	((-6.938693e+68 -5.193934e+68 -2.649930e+68) (-4.275327e+31 -2.988854e+31 -7.082239e+31) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.767175e+69 -1.172370e+70 4.941360e+68) (9.004010e+32 -1.154252e+33 -4.699020e+31) (0.000000e+00 0.000000e+00 0.000000e+00))
1580          	((-2.069999e+69 -1.506828e+69 -8.250000e+68) (-7.144400e+31 -4.859920e+31 -1.335053e+32) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.411390e+70 -3.425349e+70 1.714746e+69) (1.359875e+33 -1.873182e+33 -3.569252e+31) (0.000000e+00 0.000000e+00 0.000000e+00))
1590          	((-6.235541e+69 -3.873386e+69 -3.020490e+69) (-1.165461e+32 -7.958997e+31 -2.636622e+32) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.034655e+70 -1.067772e+71 -5.624176e+69) (2.520379e+33 -3.234476e+33 -1.001426e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1600          	((-1.656772e+70 -9.220407e+69 -9.281622e+69) (-1.839638e+32 -1.089918e+32 -5.516237e+32) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.644981e+71 -2.778340e+71 -5.370663e+69) (3.743271e+33 -5.481101e+33 -1.007943e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1610          	((-2.512931e+70 -1.215427e+70 -1.294945e+70) (-2.397147e+32 -1.451016e+32 -8.892785e+32) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.044701e+71 -4.113827e+71 -4.037690e+69) (3.513719e+33 -6.166664e+33 3.758843e+31) (0.000000e+00 0.000000e+00 0.000000e+00))
1620          	((-8.355727e+70 -3.853241e+70 -2.865530e+70) (-4.304283e+32 -2.376611e+32 -1.173873e+33) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.354873e+71 -1.403952e+72 2.979515e+70) (4.131345e+33 -8.460894e+33 -1.003335e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1630          	((-2.479720e+71 -1.832296e+71 -1.085040e+71) (-7.236890e+32 -4.707061e+32 -1.919887e+33) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.133571e+72 -4.164990e+72 -6.213711e+70) (9.261330e+33 -1.674033e+34 -6.603602e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1640          	((-8.368008e+71 -7.222377e+71 -3.746383e+71) (-1.280585e+33 -1.016859e+33 -3.414548e+33) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.245879e+73 -1.396480e+73 -8.585019e+71) (2.746340e+34 -3.088903e+34 -1.817549e+33) (0.000000e+00 0.000000e+00 0.000000e+00))
1650          	((-2.397291e+72 -1.771139e+72 -6.912251e+71) (-2.354526e+33 -1.847334e+33 -4.705188e+33) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.021628e+73 -4.063332e+73 5.665061e+71) (4.897758e+34 -5.789348e+34 -8.394038e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1660          	((-7.611684e+72 -5.030549e+72 -3.049291e+72) (-3.986385e+33 -2.704527e+33 -8.380100e+33) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.647195e+73 -1.325829e+74 5.346199e+72) (7.129955e+34 -1.096736e+35 8.398919e+32) (0.000000e+00 0.000000e+00 0.000000e+00))
1670          	((-2.701566e+73 -1.654915e+73 -8.959522e+72) (-6.985430e+33 -5.071169e+33 -1.386150e+34) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.949284e+74 -4.686816e+74 -6.507655e+72) (1.674201e+35 -2.232999e+35 -1.232091e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1680          	((-6.558366e+73 -3.876949e+73 -2.363634e+73) (-1.163041e+34 -7.420627e+33 -2.326955e+34) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.065733e+74 -1.118469e+75 -5.653849e+73) (2.932734e+35 -3.911569e+35 -1.279838e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1690          	((-1.357463e+74 -7.802741e+73 -4.839027e+73) (-1.749518e+34 -1.068466e+34 -3.691878e+34) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.449430e+75 -2.233667e+75 -2.274093e+74) (4.531916e+35 -5.434719e+35 -3.399522e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1700          	((-2.987133e+74 -2.496414e+74 -1.071526e+74) (-2.709610e+34 -1.923387e+34 -5.370512e+34) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.977352e+75 -4.635371e+75 9.119237e+73) (5.839879e+35 -6.348843e+35 -2.418124e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1710          	((-8.277204e+74 -5.751666e+74 -1.484450e+74) (-4.340728e+34 -3.824265e+34 -6.307893e+34) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.586570e+75 -1.387224e+76 -2.332261e+74) (8.283763e+35 -9.573300e+35 2.653337e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1720          	((-3.027587e+75 -2.634898e+75 -1.038004e+75) (-8.237600e+34 -6.693664e+34 -1.122837e+35) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.590206e+76 -5.234786e+76 -2.354366e+74) (2.011258e+36 -2.340619e+36 -7.284443e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1730          	((-7.834902e+75 -5.854911e+75 -3.402424e+75) (-1.200772e+35 -9.651044e+34 -2.474794e+35) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.005826e+77 -1.342400e+77 -1.001794e+75) (3.512730e+36 -3.895473e+36 -1.198844e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1740          	((-1.935316e+76 -1.246244e+76 -8.908098e+75) (-1.934046e+35 -1.320056e+35 -5.005248e+35) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.185364e+77 -3.299859e+77 8.315746e+75) (4.771057e+36 -5.735885e+36 -1.037077e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1750          	((-6.244912e+76 -3.318622e+76 -2.427196e+76) (-3.666864e+35 -2.013658e+35 -8.785867e+35) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.941883e+77 -1.056950e+78 -6.952595e+75) (7.025124e+36 -1.022333e+37 -3.198410e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1760          	((-1.553342e+77 -8.540672e+76 -5.046920e+76) (-5.952644e+35 -3.406035e+35 -1.277309e+36) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.513179e+78 -2.618859e+78 -8.358510e+76) (1.130222e+37 -1.609241e+37 -6.989788e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1770          	((-3.609270e+77 -1.235919e+77 -1.172488e+77) (-9.168518e+35 -4.155143e+35 -1.880226e+36) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.245907e+78 -6.052094e+78 -4.954739e+76) (1.404391e+37 -2.510031e+37 -5.131134e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1780          	((-9.764992e+77 -7.549701e+77 -4.207943e+77) (-1.431177e+36 -8.650360e+35 -3.563208e+36) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.305645e+79 -1.636055e+79 -9.239663e+77) (2.768915e+37 -3.710955e+37 2.247233e+34) (0.000000e+00 0.000000e+00 0.000000e+00))
1790          	((-2.248121e+78 -1.616764e+78 -1.115795e+78) (-2.012591e+36 -1.555688e+36 -5.462135e+36) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.793011e+79 -3.794254e+79 -4.992657e+77) (5.030259e+37 -5.329366e+37 -4.499793e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1800          	((-5.624940e+78 -4.119103e+78 -3.130760e+78) (-3.069937e+36 -2.310347e+36 -1.008160e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.112283e+79 -9.404807e+79 -1.152299e+78) (8.183510e+37 -8.709843e+37 -4.428486e+35) (0.000000e+00 0.000000e+00 0.000000e+00))
1810          	((-1.253105e+79 -9.963370e+78 -5.419803e+78) (-4.954361e+36 -3.864391e+36 -1.499925e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.690619e+80 -2.055871e+80 -7.813774e+78) (1.266006e+38 -1.148745e+38 -2.533753e+36) (0.000000e+00 0.000000e+00 0.000000e+00))
1820          	((-3.903761e+79 -2.946114e+79 -1.375650e+79) (-8.677400e+36 -7.212489e+36 -2.145958e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.021408e+80 -6.675673e+80 2.807690e+79) (2.109805e+38 -1.852791e+38 3.322306e+36) (0.000000e+00 0.000000e+00 0.000000e+00))
1830          	((-1.246032e+80 -8.985561e+79 -4.854005e+79) (-1.546584e+37 -1.193938e+37 -3.328868e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.600442e+81 -2.086660e+81 -1.691729e+80) (4.160207e+38 -3.729435e+38 -2.700791e+37) (0.000000e+00 0.000000e+00 0.000000e+00))
1840          	((-3.531042e+80 -1.696971e+80 -1.198231e+80) (-2.775802e+37 -1.436432e+37 -5.565671e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.921707e+81 -5.859080e+81 1.842298e+79) (4.880702e+38 -7.090017e+38 -1.503662e+37) (0.000000e+00 0.000000e+00 0.000000e+00))
1850          	((-9.179110e+80 -6.215246e+80 -2.884094e+80) (-4.879437e+37 -2.757421e+37 -9.261486e+37) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.064162e+82 -1.496394e+82 -7.016980e+80) (7.870407e+38 -1.120476e+39 -3.446489e+37) (0.000000e+00 0.000000e+00 0.000000e+00))
1860          	((-2.836889e+81 -1.752286e+81 -6.075301e+80) (-8.843063e+37 -5.254566e+37 -1.167494e+38) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.895715e+82 -4.460554e+82 -1.417982e+81) (1.326776e+39 -1.778798e+39 -5.957745e+37) (0.000000e+00 0.000000e+00 0.000000e+00))
1870          	((-8.513550e+81 -5.938298e+81 -2.434933e+81) (-1.487776e+38 -9.730398e+37 -2.016099e+38) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.970755e+82 -1.417330e+83 4.487604e+81) (2.569414e+39 -3.511365e+39 -6.498916e+37) (0.000000e+00 0.000000e+00 0.000000e+00))
1880          	((-2.010179e+82 -1.356539e+82 -6.819812e+81) (-2.235948e+38 -1.521041e+38 -3.611247e+38) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.383140e+83 -3.438015e+83 -5.762536e+81) (4.741343e+39 -6.203606e+39 -1.615839e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1890          	((-3.704365e+82 -3.065385e+82 -1.738665e+82) (-2.911607e+38 -2.268473e+38 -5.769124e+38) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.518099e+83 -6.516665e+83 -4.690552e+82) (7.804092e+39 -8.805367e+39 -1.451398e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1900          	((-1.009994e+83 -6.706201e+82 -4.254804e+82) (-4.243944e+38 -3.301346e+38 -1.122345e+39) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.192831e+84 -1.693266e+84 -1.054708e+83) (1.166163e+40 -1.307984e+40 -2.952044e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1910          	((-2.676366e+83 -1.934567e+83 -1.091486e+83) (-7.193152e+38 -5.173202e+38 -1.783014e+39) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.321751e+84 -4.572185e+84 -1.163053e+82) (1.737211e+40 -2.023217e+40 -7.637880e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1920          	((-5.782891e+83 -4.081225e+83 -3.177695e+83) (-1.058369e+39 -8.205785e+38 -3.236536e+39) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.623384e+84 -1.012266e+85 -8.522295e+83) (2.842830e+40 -3.036289e+40 -2.247208e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1930          	((-1.541773e+84 -1.077402e+84 -6.906011e+83) (-1.708786e+39 -1.281331e+39 -4.851624e+39) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.855298e+85 -2.582669e+85 -8.680478e+83) (4.042846e+40 -4.425770e+40 -3.183060e+38) (0.000000e+00 0.000000e+00 0.000000e+00))
1940          	((-4.470087e+84 -2.561029e+84 -2.032399e+84) (-2.913863e+39 -1.945537e+39 -8.851678e+39) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.522103e+85 -7.549594e+85 -3.270517e+84) (5.933834e+40 -6.933385e+40 -1.966182e+39) (0.000000e+00 0.000000e+00 0.000000e+00))
1950          	((-1.598340e+85 -1.043947e+85 -5.705106e+84) (-5.650987e+39 -3.409970e+39 -1.338168e+40) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.793399e+86 -2.685784e+86 5.540776e+84) (1.094286e+41 -1.362151e+41 -4.524033e+39) (0.000000e+00 0.000000e+00 0.000000e+00))
1960          	((-3.005807e+85 -1.899928e+85 -1.184927e+85) (-8.566814e+39 -5.172294e+39 -1.894696e+40) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.405649e+86 -4.938714e+86 5.080903e+84) (1.934087e+41 -2.111206e+41 -6.142404e+39) (0.000000e+00 0.000000e+00 0.000000e+00))
1970          	((-6.951694e+85 -4.327140e+85 -3.457343e+85) (-1.136016e+40 -7.313342e+39 -3.177547e+40) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.518897e+86 -1.118143e+87 -6.967606e+85) (2.621775e+41 -2.571765e+41 -1.726745e+39) (0.000000e+00 0.000000e+00 0.000000e+00))
1980          	((-1.802797e+86 -1.725359e+86 -6.372563e+85) (-2.027297e+40 -1.573059e+40 -5.387991e+40) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.883548e+87 -2.973300e+87 4.207520e+85) (4.614535e+41 -4.257894e+41 -1.036198e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
1990          	((-5.316776e+86 -2.913446e+86 -2.116734e+86) (-3.224519e+40 -2.409448e+40 -8.025955e+40) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.290221e+87 -8.913957e+87 5.161744e+85) (7.449019e+41 -7.713990e+41 -1.531122e+39) (0.000000e+00 0.000000e+00 0.000000e+00))
2000          	((-1.354521e+87 -7.224609e+86 -5.614563e+86) (-5.070842e+40 -3.061880e+40 -1.315221e+41) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.279515e+88 -2.260357e+88 -2.531041e+87) (9.867629e+41 -1.328689e+42 4.168271e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
2010          	((-2.893565e+87 -2.068967e+87 -1.289979e+87) (-7.601336e+40 -5.526238e+40 -2.054094e+41) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.632532e+88 -4.950035e+88 -2.514704e+87) (1.653397e+42 -2.044136e+42 -3.204088e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
2020          	((-9.572628e+87 -6.165598e+87 -3.874349e+87) (-1.304312e+41 -9.755396e+40 -3.553138e+41) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.065698e+89 -1.592085e+89 -5.064130e+87) (2.727373e+42 -3.436830e+42 -5.501360e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
2030          	((-2.201030e+88 -1.199936e+88 -1.025809e+88) (-1.987935e+41 -1.447319e+41 -5.806749e+41) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.194370e+89 -3.713650e+89 -3.225157e+88) (4.078125e+42 -5.282181e+42 -3.277422e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
2040          	((-5.885497e+88 -4.011818e+88 -2.370269e+88) (-3.056419e+41 -2.127132e+41 -9.098188e+41) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.424587e+89 -9.511985e+89 5.423902e+88) (5.631631e+42 -7.852449e+42 6.618218e+40) (0.000000e+00 0.000000e+00 0.000000e+00))
2050          	((-1.413769e+89 -1.069544e+89 -7.041372e+88) (-4.860397e+41 -4.644266e+41 -1.483987e+42) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.858260e+90 -2.382717e+90 -2.011520e+89) (1.116985e+43 -1.308884e+43 -1.491578e+41) (0.000000e+00 0.000000e+00 0.000000e+00))
2060          	((-3.801484e+89 -2.913712e+89 -1.920847e+89) (-8.337989e+41 -7.519555e+41 -2.637393e+42) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.815842e+90 -6.382899e+90 1.092224e+89) (1.655215e+43 -2.160645e+43 6.592433e+41) (0.000000e+00 0.000000e+00 0.000000e+00))
2070          	((-1.097909e+90 -6.047178e+89 -5.383614e+89) (-1.449783e+42 -1.000759e+42 -4.639709e+42) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.060572e+91 -1.873584e+91 9.597212e+89) (2.247077e+43 -3.443380e+43 -7.527398e+41) (0.000000e+00 0.000000e+00 0.000000e+00))
2080          	((-3.736337e+90 -1.073931e+90 -1.234356e+90) (-2.952245e+42 -1.191780e+42 -7.472448e+42) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.078615e+91 -6.191781e+91 -6.143075e+89) (2.858965e+43 -6.528191e+43 -1.772005e+42) (0.000000e+00 0.000000e+00 0.000000e+00))
2090          	((-9.243148e+90 -4.432817e+90 -3.214665e+90) (-5.085938e+42 -2.024786e+42 -1.030412e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.419225e+91 -1.545549e+92 -3.911249e+90) (4.671733e+43 -1.019909e+44 -5.482205e+42) (0.000000e+00 0.000000e+00 0.000000e+00))
2100          	((-2.994275e+91 -1.913085e+91 -1.101011e+91) (-8.750071e+42 -4.630086e+42 -1.807745e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.282716e+92 -5.053193e+92 -8.970201e+90) (1.230236e+44 -1.962635e+44 -1.105620e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2110          	((-6.918009e+91 -4.309022e+91 -2.458343e+91) (-1.289370e+43 -8.418184e+42 -2.767216e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.411899e+92 -1.163400e+93 -5.969749e+91) (2.288159e+44 -3.100350e+44 -1.890007e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2120          	((-1.750614e+92 -1.465647e+92 -7.845562e+91) (-1.968472e+43 -1.546197e+43 -4.817653e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.519623e+93 -2.962885e+93 -5.847575e+91) (4.378498e+44 -4.737169e+44 -2.867407e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2130          	((-5.705965e+92 -3.970823e+92 -1.560301e+92) (-3.299438e+43 -2.662859e+43 -7.504246e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.683155e+93 -9.487938e+93 1.767951e+92) (7.545876e+44 -8.633921e+44 -1.382757e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2140          	((-1.663794e+93 -1.108932e+93 -4.863127e+92) (-6.169321e+43 -4.446970e+43 -8.972789e+43) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.925773e+94 -2.767809e+94 -6.247702e+92) (1.230781e+45 -1.695095e+45 -3.718252e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
