# Forces      
# CofR        : (0.000000e+00 0.000000e+00 2.000000e-02)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
2150          	((-3.089951e+93 -3.271505e+93 -1.958072e+93) (-7.426496e+43 -7.508288e+43 -2.061263e+44) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.781699e+94 -5.342762e+94 8.597199e+92) (2.468863e+45 -2.235602e+45 -1.005051e+44) (0.000000e+00 0.000000e+00 0.000000e+00))
2160          	((-1.177929e+94 -7.563422e+93 -4.205548e+93) (-1.462214e+44 -1.157208e+44 -3.593342e+44) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.313195e+95 -1.943808e+95 -2.256066e+93) (3.712309e+45 -3.928217e+45 -5.520152e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2170          	((-2.960610e+94 -1.309154e+94 -1.006532e+94) (-2.655037e+44 -1.552720e+44 -6.096796e+44) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.293192e+95 -4.928639e+95 1.549548e+93) (4.604593e+45 -7.032452e+45 1.546879e+43) (0.000000e+00 0.000000e+00 0.000000e+00))
2180          	((-5.794730e+94 -3.709764e+94 -1.697646e+94) (-3.684530e+44 -2.418283e+44 -7.651888e+44) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.217237e+95 -9.524463e+95 5.194857e+93) (6.034422e+45 -8.858952e+45 -1.374328e+44) (0.000000e+00 0.000000e+00 0.000000e+00))
2190          	((-1.901553e+95 -1.317759e+95 -7.823711e+94) (-6.581341e+44 -4.246333e+44 -1.252611e+45) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.305058e+96 -3.348440e+96 1.095631e+95) (1.314011e+46 -1.737145e+46 -2.552597e+44) (0.000000e+00 0.000000e+00 0.000000e+00))
2200          	((-6.630783e+95 -4.730477e+95 -2.646222e+95) (-1.071125e+45 -7.562332e+44 -2.563670e+45) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.758532e+96 -1.104492e+97 6.022407e+95) (2.591175e+46 -2.993245e+46 -3.205611e+44) (0.000000e+00 0.000000e+00 0.000000e+00))
2210          	((-1.129837e+96 -9.908300e+95 -5.722827e+95) (-1.703800e+45 -1.252623e+45 -4.635750e+45) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.690440e+97 -1.942675e+97 -3.079595e+95) (3.877505e+46 -4.415001e+46 -7.785526e+44) (0.000000e+00 0.000000e+00 0.000000e+00))
2220          	((-4.393834e+96 -4.391103e+96 -1.691216e+96) (-3.032235e+45 -2.697264e+45 -6.824106e+45) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.380623e+97 -7.363586e+97 1.909333e+96) (7.664111e+46 -7.279171e+46 -1.384367e+45) (0.000000e+00 0.000000e+00 0.000000e+00))
2230          	((-9.053990e+96 -8.497001e+96 -3.740815e+96) (-4.531098e+45 -4.049379e+45 -1.115926e+46) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.485670e+98 -1.591125e+98 6.521344e+96) (1.356474e+47 -1.196303e+47 -2.613383e+45) (0.000000e+00 0.000000e+00 0.000000e+00))
2240          	((-3.462834e+97 -2.731370e+97 -1.122977e+97) (-8.017242e+45 -6.624352e+45 -1.605318e+46) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.684065e+98 -5.772451e+98 4.274729e+97) (2.211935e+47 -2.317091e+47 -1.050991e+46) (0.000000e+00 0.000000e+00 0.000000e+00))
2250          	((-9.301725e+97 -8.049666e+97 -3.922535e+97) (-1.390061e+46 -1.162107e+46 -2.655171e+46) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.317252e+99 -1.538273e+99 8.846247e+97) (3.229509e+47 -3.818569e+47 -4.080638e+45) (0.000000e+00 0.000000e+00 0.000000e+00))
2260          	((-1.812542e+98 -1.725214e+98 -9.574566e+97) (-2.057166e+46 -1.961314e+46 -5.376093e+46) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.994714e+99 -2.926916e+99 -2.659540e+98) (4.956479e+47 -5.304809e+47 -1.329765e+46) (0.000000e+00 0.000000e+00 0.000000e+00))
2270          	((-3.708534e+98 -3.540076e+98 -2.038895e+98) (-2.617158e+46 -2.862159e+46 -8.772442e+46) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.910231e+99 -5.979812e+99 -2.096836e+98) (6.438866e+47 -5.716225e+47 -3.857185e+46) (0.000000e+00 0.000000e+00 0.000000e+00))
2280          	((-1.388126e+99 -1.011175e+99 -6.674010e+98) (-5.175775e+46 -4.338274e+46 -1.459448e+47) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.728253e+100 -2.367794e+100 3.400269e+98) (1.009170e+48 -1.115013e+48 -3.912985e+46) (0.000000e+00 0.000000e+00 0.000000e+00))
2290          	((-4.028226e+99 -2.860153e+99 -1.643328e+99) (-9.299284e+46 -6.488939e+46 -2.466328e+47) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.007386e+100 -6.768120e+100 -1.592624e+99) (1.795089e+48 -2.221276e+48 -1.086202e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2300          	((-1.110722e+100 -8.290418e+99 -5.150048e+99) (-1.537216e+47 -1.055005e+47 -4.068578e+47) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.450217e+101 -1.863733e+101 -4.639779e+99) (3.168003e+48 -3.890030e+48 -2.024564e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2310          	((-2.795908e+100 -1.976351e+100 -1.413930e+100) (-2.386524e+47 -1.558770e+47 -6.991461e+47) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.405546e+101 -4.695701e+101 -4.446937e+98) (4.827768e+48 -5.771459e+48 -2.782159e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2320          	((-7.721234e+100 -4.982023e+100 -3.424831e+100) (-4.159853e+47 -2.550853e+47 -1.093601e+48) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.652039e+101 -1.288447e+102 2.994213e+99) (7.470342e+48 -9.037532e+48 -4.952539e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2330          	((-2.705260e+101 -1.408798e+101 -1.171671e+101) (-7.719342e+47 -4.236524e+47 -2.002287e+48) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.540275e+102 -4.523922e+102 -4.888267e+100) (1.343135e+49 -1.682524e+49 -5.638026e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2340          	((-8.808125e+101 -4.996326e+101 -3.289256e+101) (-1.415762e+48 -7.297431e+47 -3.341955e+48) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.452702e+102 -1.482306e+103 3.657858e+100) (2.376468e+49 -3.323902e+49 -3.861513e+47) (0.000000e+00 0.000000e+00 0.000000e+00))
2350          	((-2.793380e+102 -2.044289e+102 -1.105860e+102) (-2.397987e+48 -1.549587e+48 -5.405516e+48) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.553028e+103 -4.680174e+103 -2.698978e+102) (5.208089e+49 -6.116933e+49 -1.633432e+48) (0.000000e+00 0.000000e+00 0.000000e+00))
2360          	((-5.588589e+102 -5.155265e+102 -2.718198e+102) (-3.434491e+48 -3.077458e+48 -8.802758e+48) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.914485e+103 -9.515298e+103 -2.649162e+102) (9.960147e+49 -8.907308e+49 -3.175068e+48) (0.000000e+00 0.000000e+00 0.000000e+00))
2370          	((-1.747480e+103 -1.076095e+103 -8.167325e+102) (-5.761473e+48 -4.346463e+48 -1.662554e+49) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.929811e+104 -2.933314e+104 -4.127023e+102) (1.421800e+50 -1.473773e+50 3.121624e+48) (0.000000e+00 0.000000e+00 0.000000e+00))
2380          	((-4.445874e+103 -3.497728e+103 -1.889714e+103) (-9.356100e+48 -7.339092e+48 -2.541611e+49) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.120304e+104 -7.640003e+104 -2.869324e+103) (2.462025e+50 -2.366595e+50 -1.473959e+48) (0.000000e+00 0.000000e+00 0.000000e+00))
2390          	((-1.299400e+104 -7.696482e+103 -5.282390e+103) (-1.587981e+49 -1.027532e+49 -3.987501e+49) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.368431e+105 -2.159866e+105 -8.075684e+103) (3.612552e+50 -4.139798e+50 6.212671e+46) (0.000000e+00 0.000000e+00 0.000000e+00))
2400          	((-2.900752e+104 -2.799079e+104 -1.255087e+104) (-2.474941e+49 -2.026362e+49 -5.986236e+49) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.814034e+105 -4.916384e+105 -5.873813e+104) (6.833851e+50 -6.466003e+50 -1.753967e+49) (0.000000e+00 0.000000e+00 0.000000e+00))
2410          	((-9.125860e+104 -9.197404e+104 -3.346875e+104) (-4.016905e+49 -4.177212e+49 -9.392425e+49) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.520318e+106 -1.468638e+106 -5.869796e+104) (1.192086e+51 -9.307096e+50 -7.882920e+48) (0.000000e+00 0.000000e+00 0.000000e+00))
2420          	((-2.489046e+105 -2.127427e+105 -1.191643e+105) (-7.608615e+49 -7.647958e+49 -1.719754e+50) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.659563e+106 -4.208022e+106 -8.255616e+104) (1.958149e+51 -1.862890e+51 -3.410188e+49) (0.000000e+00 0.000000e+00 0.000000e+00))
2430          	((-7.314180e+105 -4.663638e+105 -3.150755e+105) (-1.325671e+50 -9.740167e+49 -2.781291e+50) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.320076e+106 -1.209778e+107 1.817283e+105) (2.784921e+51 -2.802861e+51 -6.537847e+49) (0.000000e+00 0.000000e+00 0.000000e+00))
2440          	((-1.155378e+106 -5.288730e+105 -6.026537e+105) (-1.824683e+50 -8.792646e+49 -5.074887e+50) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.528071e+106 -1.930690e+107 -3.533865e+105) (2.919541e+51 -3.968235e+51 -1.240258e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2450          	((-3.970897e+106 -1.830309e+106 -1.272791e+106) (-2.709806e+50 -1.237390e+50 -7.551065e+50) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.213397e+107 -6.339918e+107 -6.289162e+106) (3.953767e+51 -6.025248e+51 -4.180636e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2460          	((-1.299827e+107 -1.188164e+107 -2.879782e+106) (-5.326541e+50 -3.478799e+50 -6.890690e+50) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.030239e+108 -2.188102e+108 -1.041368e+107) (1.126545e+52 -1.314829e+52 -4.408411e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2470          	((-2.779502e+107 -2.274303e+107 -1.394607e+107) (-8.010343e+50 -6.439080e+50 -1.566289e+51) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.005701e+108 -4.706220e+108 -1.437517e+107) (2.017366e+52 -2.292876e+52 -3.755117e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2480          	((-6.808361e+107 -4.826079e+107 -3.783868e+107) (-1.175206e+51 -8.940516e+50 -3.493647e+51) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.539010e+108 -1.132903e+109 -3.164312e+107) (2.349131e+52 -3.081307e+52 7.359359e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2490          	((-2.155303e+108 -1.677139e+108 -1.031594e+108) (-1.973852e+51 -1.543870e+51 -5.827220e+51) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.865514e+109 -3.681189e+109 -4.348554e+107) (3.893034e+52 -5.013817e+52 -1.300067e+50) (0.000000e+00 0.000000e+00 0.000000e+00))
2500          	((-5.883376e+108 -4.857905e+108 -2.622129e+108) (-3.509293e+51 -2.710072e+51 -9.957406e+51) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.423443e+109 -1.002319e+110 -3.636397e+108) (7.007909e+52 -8.642760e+52 -3.810358e+51) (0.000000e+00 0.000000e+00 0.000000e+00))
2510          	((-1.806398e+109 -1.530075e+109 -8.150497e+108) (-5.550997e+51 -4.565385e+51 -1.595383e+52) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.608306e+110 -3.106286e+110 2.898555e+109) (1.200535e+53 -1.446359e+53 -2.648897e+51) (0.000000e+00 0.000000e+00 0.000000e+00))
2520          	((-6.847180e+109 -4.570676e+109 -2.838809e+109) (-1.100231e+52 -8.175135e+51 -2.863844e+52) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.048591e+110 -1.168683e+111 3.363178e+109) (2.334610e+53 -3.011052e+53 2.067600e+51) (0.000000e+00 0.000000e+00 0.000000e+00))
2530          	((-1.825903e+110 -1.121781e+110 -7.788657e+109) (-1.938895e+52 -1.307704e+52 -4.870503e+52) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.992570e+111 -3.116015e+111 -2.160839e+110) (3.988293e+53 -5.616821e+53 -1.458053e+52) (0.000000e+00 0.000000e+00 0.000000e+00))
2540          	((-5.067431e+110 -3.398773e+110 -2.023872e+110) (-3.241683e+52 -2.305486e+52 -8.365012e+52) (0.000000e+00 0.000000e+00 0.000000e+00)) ((5.876894e+111 -8.424709e+111 -3.523357e+110) (6.858197e+53 -9.130149e+53 -1.787434e+52) (0.000000e+00 0.000000e+00 0.000000e+00))
2550          	((-1.390966e+111 -8.732363e+110 -6.291172e+110) (-5.383401e+52 -3.830214e+52 -1.346842e+53) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.475160e+112 -2.354094e+112 -7.658216e+109) (1.032009e+54 -1.435351e+54 -7.408466e+51) (0.000000e+00 0.000000e+00 0.000000e+00))
2560          	((-4.127093e+111 -3.636434e+111 -1.629813e+111) (-9.349555e+52 -7.201044e+52 -2.347579e+53) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.113314e+112 -7.025117e+112 -1.631775e+111) (2.066834e+54 -2.378037e+54 -9.968792e+52) (0.000000e+00 0.000000e+00 0.000000e+00))
2570          	((-1.186439e+112 -1.043610e+112 -5.089017e+111) (-1.467252e+53 -1.346335e+53 -3.786536e+53) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.756953e+113 -2.011119e+113 -1.038677e+111) (4.117540e+54 -3.903636e+54 -1.952875e+53) (0.000000e+00 0.000000e+00 0.000000e+00))
2580          	((-4.044675e+112 -2.256689e+112 -1.676487e+112) (-2.729977e+53 -1.836277e+53 -6.875235e+53) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.076015e+113 -6.737567e+113 5.726148e+111) (6.333625e+54 -7.418797e+54 -2.457627e+53) (0.000000e+00 0.000000e+00 0.000000e+00))
2590          	((-1.423937e+113 -8.382047e+112 -4.887278e+112) (-5.309485e+53 -2.881237e+53 -1.149383e+54) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.449655e+114 -2.373842e+114 -2.516276e+112) (1.049948e+55 -1.434604e+55 -5.255284e+53) (0.000000e+00 0.000000e+00 0.000000e+00))
2600          	((-3.349609e+113 -2.116367e+113 -1.202961e+113) (-9.009226e+53 -5.196707e+53 -1.907557e+54) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.651273e+114 -5.669764e+114 -9.094546e+111) (1.717459e+55 -2.404338e+55 -8.943187e+53) (0.000000e+00 0.000000e+00 0.000000e+00))
2610          	((-6.980916e+113 -4.855975e+113 -2.403033e+113) (-1.343027e+54 -8.662166e+53 -2.703390e+54) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.494037e+114 -1.148950e+115 -1.706371e+113) (2.768686e+55 -3.227654e+55 -1.133246e+54) (0.000000e+00 0.000000e+00 0.000000e+00))
2620          	((-2.734260e+114 -1.528162e+114 -9.194479e+113) (-2.189474e+54 -1.373825e+54 -4.715011e+54) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.652430e+115 -4.534437e+115 1.291704e+114) (4.499752e+55 -5.739574e+55 9.533831e+53) (0.000000e+00 0.000000e+00 0.000000e+00))
2630          	((-8.385205e+114 -5.556576e+114 -3.634374e+114) (-4.373162e+54 -2.829370e+54 -9.143617e+54) (0.000000e+00 0.000000e+00 0.000000e+00)) ((9.590696e+115 -1.398829e+116 -5.323357e+114) (8.638182e+55 -1.161885e+56 -2.235869e+54) (0.000000e+00 0.000000e+00 0.000000e+00))
2640          	((-1.633201e+115 -1.211884e+115 -7.206511e+114) (-6.410782e+54 -4.809265e+54 -1.471492e+55) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.085719e+116 -2.715760e+116 -1.217068e+115) (1.374435e+56 -1.573925e+56 -2.126968e+54) (0.000000e+00 0.000000e+00 0.000000e+00))
2650          	((-5.529252e+115 -4.302282e+115 -3.007710e+115) (-1.003553e+55 -8.045976e+54 -3.014974e+55) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.195629e+116 -9.403587e+116 2.131390e+115) (2.534784e+56 -2.790778e+56 -4.351697e+54) (0.000000e+00 0.000000e+00 0.000000e+00))
2660          	((-1.362784e+116 -1.205471e+116 -6.712404e+115) (-1.685647e+55 -1.385466e+55 -5.151616e+55) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.047203e+117 -2.296034e+117 6.362616e+115) (3.844352e+56 -4.104607e+56 -4.379198e+54) (0.000000e+00 0.000000e+00 0.000000e+00))
2670          	((-5.107482e+116 -3.880731e+116 -2.629636e+116) (-3.007646e+55 -2.598289e+55 -9.342750e+55) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.621929e+117 -8.797778e+117 4.218821e+115) (7.256301e+56 -7.734874e+56 -2.449587e+55) (0.000000e+00 0.000000e+00 0.000000e+00))
2680          	((-1.684483e+117 -1.037564e+117 -9.169777e+116) (-5.381851e+55 -3.846963e+55 -1.800818e+56) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.895825e+118 -2.905368e+118 3.438902e+116) (1.180186e+57 -1.560144e+57 -2.784777e+55) (0.000000e+00 0.000000e+00 0.000000e+00))
2690          	((-5.272712e+117 -4.750081e+117 -2.163884e+117) (-9.854952e+55 -7.231752e+55 -2.746328e+56) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.089741e+118 -8.827806e+118 1.432764e+117) (2.379119e+57 -2.692559e+57 -1.022157e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2700          	((-1.862880e+118 -1.270874e+118 -9.360452e+117) (-1.895322e+56 -1.330705e+56 -5.292625e+56) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.243918e+119 -3.209021e+119 -2.714719e+117) (4.744561e+57 -5.403444e+57 -1.391176e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2710          	((-4.223195e+118 -2.487052e+118 -1.940899e+118) (-3.033987e+56 -1.895709e+56 -8.724443e+56) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.401136e+119 -7.249578e+119 -3.123223e+118) (6.685741e+57 -8.453171e+57 -1.299269e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2720          	((-1.189185e+119 -7.353088e+118 -4.648876e+118) (-4.837680e+56 -2.804535e+56 -1.358704e+57) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.238658e+120 -1.973609e+120 1.922637e+118) (9.494006e+57 -1.296725e+58 -2.569172e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2730          	((-3.499345e+119 -2.163508e+119 -1.447139e+119) (-8.606786e+56 -5.276270e+56 -2.118380e+57) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.770349e+120 -5.841283e+120 -1.033690e+119) (1.711321e+58 -2.195887e+58 -9.245850e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2740          	((-8.750687e+119 -6.018002e+119 -3.411975e+119) (-1.481800e+57 -8.802197e+56 -3.506002e+57) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.033736e+121 -1.468346e+121 -6.607231e+118) (2.765158e+58 -3.816383e+58 -1.610095e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2750          	((-2.513718e+120 -2.009392e+120 -8.877491e+119) (-2.304852e+57 -1.678721e+57 -5.410874e+57) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.456284e+121 -4.076146e+121 -1.710011e+120) (4.936954e+58 -5.619983e+58 -5.895596e+56) (0.000000e+00 0.000000e+00 0.000000e+00))
2760          	((-6.542720e+120 -4.275810e+120 -2.489965e+120) (-3.733339e+57 -2.561809e+57 -7.783193e+57) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.673018e+121 -1.134946e+122 -7.799109e+120) (8.484238e+58 -1.003846e+59 -1.440048e+55) (0.000000e+00 0.000000e+00 0.000000e+00))
2770          	((-2.184595e+121 -1.385498e+121 -1.068888e+121) (-6.736820e+57 -4.379033e+57 -1.760294e+58) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.421059e+122 -3.724649e+122 1.055646e+121) (1.173947e+59 -1.876202e+59 1.643658e+57) (0.000000e+00 0.000000e+00 0.000000e+00))
2780          	((-5.150939e+121 -2.275059e+121 -2.305855e+121) (-1.098027e+58 -5.760164e+57 -2.983681e+58) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.083294e+122 -8.473791e+122 -2.024483e+121) (1.559593e+59 -2.543658e+59 -5.066223e+57) (0.000000e+00 0.000000e+00 0.000000e+00))
2790          	((-2.030551e+122 -1.217255e+122 -5.562217e+121) (-2.074274e+58 -1.208567e+58 -4.510251e+58) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.014493e+123 -3.367308e+123 -1.831577e+121) (2.936846e+59 -4.734552e+59 -1.488445e+58) (0.000000e+00 0.000000e+00 0.000000e+00))
2800          	((-6.025310e+122 -4.404688e+122 -1.726452e+122) (-3.772696e+58 -2.501112e+58 -6.961339e+58) (0.000000e+00 0.000000e+00 0.000000e+00)) ((7.347399e+123 -1.017352e+124 -3.194509e+121) (6.490111e+59 -9.809460e+59 -3.614719e+58) (0.000000e+00 0.000000e+00 0.000000e+00))
2810          	((-1.402286e+123 -7.987401e+122 -5.223832e+122) (-5.842832e+58 -3.901582e+58 -1.040417e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.405985e+124 -2.414887e+124 -1.695582e+122) (1.031947e+60 -1.607445e+60 -6.022888e+57) (0.000000e+00 0.000000e+00 0.000000e+00))
2820          	((-4.282751e+123 -1.905351e+123 -1.796715e+123) (-1.017480e+59 -4.858312e+58 -2.191925e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.493478e+124 -7.353623e+124 -3.286010e+122) (1.391788e+60 -2.632587e+60 -3.920750e+58) (0.000000e+00 0.000000e+00 0.000000e+00))
2830          	((-1.412806e+124 -9.040353e+123 -5.861271e+123) (-1.755078e+59 -9.990472e+58 -4.520036e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.530364e+125 -2.367600e+125 -2.129530e+123) (3.178320e+60 -4.366913e+60 -1.776453e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
2840          	((-3.391644e+124 -1.292049e+124 -1.421848e+124) (-2.786664e+59 -1.313239e+59 -7.101653e+59) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.407412e+125 -5.725535e+125 -2.231720e+124) (4.464457e+60 -7.164837e+60 4.582227e+58) (0.000000e+00 0.000000e+00 0.000000e+00))
2850          	((-1.108514e+125 -5.182281e+124 -3.873467e+124) (-4.732398e+59 -2.062908e+59 -1.147833e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((8.729444e+125 -1.833335e+126 -7.310229e+124) (7.184946e+60 -1.240620e+61 -2.698148e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
2860          	((-3.416574e+125 -2.437138e+125 -1.285756e+125) (-8.851909e+59 -5.303292e+59 -1.996016e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((4.069381e+126 -5.755114e+126 6.779511e+124) (1.545993e+61 -2.278878e+61 -5.412848e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
2870          	((-1.013366e+126 -6.784085e+125 -4.641132e+125) (-1.470869e+60 -1.057184e+60 -3.654637e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.182995e+127 -1.714779e+127 -1.476321e+125) (2.908978e+61 -3.742830e+61 -5.567499e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
2880          	((-3.022959e+126 -1.568105e+126 -1.110063e+126) (-2.651043e+60 -1.543271e+60 -5.822728e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.717489e+127 -5.071314e+127 2.999998e+125) (4.349029e+61 -6.629915e+61 -1.062665e+59) (0.000000e+00 0.000000e+00 0.000000e+00))
2890          	((-9.328985e+126 -5.714840e+126 -3.518589e+126) (-4.452570e+60 -2.656289e+60 -9.635928e+60) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.002145e+128 -1.554307e+128 -1.952772e+126) (8.198805e+61 -1.115544e+62 -3.990709e+60) (0.000000e+00 0.000000e+00 0.000000e+00))
2900          	((-2.206359e+127 -1.427456e+127 -7.629569e+126) (-7.387417e+60 -4.366636e+60 -1.651451e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.487186e+128 -3.725465e+128 -2.069160e+126) (1.443051e+62 -1.858282e+62 -3.475591e+60) (0.000000e+00 0.000000e+00 0.000000e+00))
2910          	((-6.470171e+127 -3.976954e+127 -1.943483e+127) (-1.140796e+61 -7.950189e+60 -2.080136e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.837011e+128 -1.068554e+129 -4.897329e+127) (2.734430e+62 -3.041981e+62 -1.508090e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
2920          	((-1.963176e+128 -1.000894e+128 -6.160008e+127) (-2.252490e+61 -1.234606e+61 -3.882012e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.722254e+129 -3.247049e+129 8.138302e+126) (3.389586e+62 -5.510767e+62 -4.992487e+58) (0.000000e+00 0.000000e+00 0.000000e+00))
2930          	((-5.137862e+128 -3.451413e+128 -2.040592e+128) (-3.441829e+61 -2.198985e+61 -7.169244e+61) (0.000000e+00 0.000000e+00 0.000000e+00)) ((6.034236e+129 -8.814965e+129 -2.621905e+128) (6.988292e+62 -9.498494e+62 -2.055193e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
2940          	((-1.220339e+129 -7.051137e+128 -5.072629e+128) (-5.145013e+61 -3.291141e+61 -1.149497e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.224200e+130 -2.056516e+130 -1.514638e+129) (1.057908e+63 -1.477160e+63 -2.817797e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
2950          	((-3.401787e+129 -1.851860e+129 -1.511150e+129) (-8.271526e+61 -4.828447e+61 -2.158507e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((3.278251e+130 -5.682186e+130 2.313501e+128) (1.510597e+63 -2.271127e+63 1.559251e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
2960          	((-8.378053e+129 -6.920422e+129 -3.777837e+129) (-1.324980e+62 -9.570291e+61 -3.360793e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((1.174468e+131 -1.421485e+131 -4.485748e+128) (2.816009e+63 -3.180554e+63 -2.455831e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
2970          	((-1.976044e+130 -1.325213e+130 -7.822877e+129) (-1.985205e+62 -1.523734e+62 -5.606380e+62) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.307829e+131 -3.298963e+131 -1.205459e+130) (4.427725e+63 -5.103426e+63 2.006069e+61) (0.000000e+00 0.000000e+00 0.000000e+00))
